STT,SẢN PHẨM,NHU CẦU,TỈNH THÀNH,QUẬN HUYỆN,PHƯỜNG/ XÃ,"ĐƯỜNG, KHU VỰC",GIÁ,NGÀY ĐĂNG,HÃNG XE,DÒNG XE,XUẤT XỨ,NĂM SẢN XUẤT,DUNG TÍCH,SỐ CHỖ NGỒI,KIỂU XE,MÀU XE,NHIÊN LIỆU,HỘP SỐ,TRỌNG TẢI,SỐ KM ĐÃ ĐI
139,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Tân Hiệp,,990000000,9/9/2021,Kia,Sedona,Việt Nam,2018,,7,Minivan (MPV),,Dầu,Tự động,,21.4
140,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,,4999000000,9/9/2021,Mercedes Benz,GLS Class,Đức,2021,,7,SUV / Cross over,,Xăng,Tự động,,
141,Ô tô,Cần bán,Hồ Chí Minh,Huyện Củ Chi,Xã Tân Phú Trung,,255000000,9/9/2021,Chevrolet,Aveo,Việt Nam,2016,,5,Sedan,,Xăng,Tự động,,62
142,Ô tô,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 9,,471000000,9/9/2021,Toyota,Vios,Việt Nam,2019,,5,Sedan,,Xăng,Tự động,,33
143,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thới An,,695000000,9/9/2021,Ford,Aspire,,2018,,5,Pick-up (bán tải),,Dầu,Tự động,,22
144,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,520000000,9/9/2021,Mitsubishi,Grandis,Việt Nam,2011,,7,SUV / Cross over,,Xăng,Tự động,,57
145,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,,3089000000,9/9/2021,Mercedes Benz,GLC,Đức,2021,,5,Coupe (2 cửa),,Xăng,Tự động,,
146,Ô tô,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Hưng,,225000000,9/9/2021,Nissan,Grand livina,Việt Nam,2011,,7,Minivan (MPV),,Xăng,Số sàn,,82
147,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Thuận Tây,,650000000,9/9/2021,Toyota,Innova,,2017,,7,Minivan (MPV),,Xăng,Tự động,,120
148,Ô tô,Cần bán,Hồ Chí Minh,Quận 2,Phường Thảo Điền,,504000000,8/9/2021,Kia,Cerato,Việt Nam,2019,,5,Sedan,,Xăng,Tự động,,60
149,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Tăng Nhơn Phú B,,850000000,8/9/2021,Honda,CR V,Thái Lan,2018,,7,SUV / Cross over,,Xăng,Tự động,,100
150,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Bình,,,881000000,8/9/2021,Vinfast,Lux,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
151,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Bình,,,881000000,8/9/2021,Vinfast,Lux,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
152,Ô tô,Cần bán,Hồ Chí Minh,Quận 11,Phường 2,,535000000,8/9/2021,Honda,Jazz,Thái Lan,2019,,5,Hatchback,,Xăng,Tự động,,7
153,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,,850000000,8/9/2021,BMW,Dòng khác,Đức,2013,,5,Sedan,,Xăng,Tự động,,120
154,Ô tô,Cần bán,Hồ Chí Minh,Quận 1,Phường Bến Nghé,,490000000,8/9/2021,Kia,Rondo,Việt Nam,2016,,7,Minivan (MPV),,Dầu,Tự động,,200
155,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Kiểng,,3500000000,8/9/2021,LandRover,Range Rover Sport,,2015,,5,SUV / Cross over,,Xăng,Tự động,,800
156,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,,330000000,8/9/2021,Kia,Soluto,Việt Nam,2019,,5,Sedan,,Xăng,Số sàn,,55
157,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,,580000000,8/9/2021,Mitsubishi,Xpander,Việt Nam,2021,,7,Minivan (MPV),,Xăng,Tự động,,
158,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,660000000,8/9/2021,BMW,3 Series,Đức,2012,,5,Sedan,,Xăng,Tự động,,76
159,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,,499000000,8/9/2021,Kia,Cerato,,2021,,,,,,Tự động,,
160,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Bình Thuận,,609000000,8/9/2021,Kia,Seltos,Việt Nam,2021,,5,SUV / Cross over,,Xăng,Tự động,,
161,Ô tô,Cần bán,Hồ Chí Minh,Huyện Củ Chi,,,275000000,8/9/2021,Toyota,Vios,Việt Nam,2011,,5,Sedan,,Xăng,Số sàn,,85
162,Ô tô,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Hưng,,545000000,8/9/2021,Honda,City,Việt Nam,2020,,5,Sedan,,Xăng,Tự động,,22
163,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,,285000000,8/9/2021,Mitsubishi,Attrage,Thái Lan,2018,,5,Sedan,,Xăng,Số sàn,,40
164,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,,585000000,8/9/2021,Mazda,3,Hàn Quốc,2019,,5,Hatchback,,Xăng,Tự động,,50
165,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,,278000000,8/9/2021,Chevrolet,Cruze,Việt Nam,2014,,5,,,,Số sàn,,81
166,Ô tô,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Lê Minh Xuân,,18000000,8/9/2021,Isuzu,Dòng khác,Nhật Bản,2019,,5,Pick-up (bán tải),,Dầu,Số sàn,,60
167,Ô tô,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 9,,397000000,8/9/2021,Toyota,Innova,Nước khác,2015,,8,Minivan (MPV),,Xăng,Số sàn,,88
168,Ô tô,Cần bán,Hồ Chí Minh,Quận 2,Phường Bình Trưng Đông,,385000000,8/9/2021,Hyundai,Santa Fe,Hàn Quốc,2007,,7,Hatchback,,Dầu,Bán tự động,,199
169,Ô tô,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 17,,428000000,8/9/2021,Honda,Jazz,Thái Lan,2018,,5,Hatchback,,Xăng,Tự động,,45
170,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,,430000000,8/9/2021,Kia,Morning,,2021,,,,,,Tự động,,
171,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,,4999000000,8/9/2021,Mercedes Benz,GLS Class,Mỹ,2021,,7,SUV / Cross over,,Xăng,Tự động,,
172,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,520000000,8/9/2021,Ford,Transit,Việt Nam,2018,,16,Minivan (MPV),,Dầu,Số sàn,,56
173,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,,599000000,8/9/2021,Honda,City,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
174,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,554900000,8/9/2021,Suzuki,XL 7,Nhật Bản,2021,,7,SUV / Cross over,,Xăng,Tự động,,
175,Ô tô,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,,,1182000000,8/9/2021,Peugeot,5008,Nước khác,2021,,7,SUV / Cross over,,Xăng,Tự động,,
176,Ô tô,Cần bán,Hồ Chí Minh,Quận 6,Phường 13,,534000000,8/9/2021,MG,ZS,Thái Lan,2021,,5,SUV / Cross over,,Xăng,Tự động,,
177,Ô tô,Cần bán,Hồ Chí Minh,Quận 6,Phường 13,,579000000,8/9/2021,MG,ZS,Thái Lan,2021,,5,SUV / Cross over,,Xăng,Tự động,,
178,Ô tô,Cần bán,Hồ Chí Minh,Quận 6,Phường 13,,500000000,8/9/2021,MG,ZS,Thái Lan,2021,,5,SUV / Cross over,,Xăng,Tự động,,
179,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,,425000000,7/9/2021,Suzuki,Ciaz,Thái Lan,2019,,5,Sedan,,Xăng,Tự động,,36
180,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,,,879000000,7/9/2021,Toyota,Camry,Việt Nam,2016,,5,Sedan,,Xăng,Tự động,,33.9
181,Ô tô,Cần bán,Hồ Chí Minh,Quận 2,,,1170000000,7/9/2021,Toyota,Camry,Thái Lan,2019,,5,Sedan,,Xăng,Tự động,,59
182,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 12,,825000000,7/9/2021,Mercedes Benz,CLK Class,Đức,2012,,5,SUV / Cross over,,Xăng,Tự động,,70
183,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,,,685000000,7/9/2021,Ford,Ranger,Việt Nam,2020,,5,Pick-up (bán tải),,Dầu,Tự động,,23
184,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,,420000000,7/9/2021,Honda,City,Việt Nam,2016,,5,Sedan,,Xăng,Tự động,,95
185,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Phước Long B,,710000000,7/9/2021,Honda,HR-V,Thái Lan,2019,,5,SUV / Cross over,,Xăng,Tự động,,40
186,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Trung,,76000000,7/9/2021,Honda,Accord,Mỹ,1990,,5,Sedan,,Xăng,Số sàn,,26.868
187,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,,570000000,7/9/2021,Toyota,Fortuner,Thái Lan,2014,,7,SUV / Cross over,,Xăng,Tự động,,150
188,Ô tô,Cần bán,Hồ Chí Minh,Quận 8,Phường 7,,280000000,7/9/2021,Nissan,Sunny,Việt Nam,2015,,5,Sedan,,Xăng,Số sàn,,30
189,Ô tô,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,Phường 8,,779000000,7/9/2021,Mazda,3,Việt Nam,2020,,5,Sedan,,Xăng,Tự động,,7
190,Ô tô,Cần bán,Hồ Chí Minh,Quận 8,Phường 4,,1399000000,7/9/2021,Mercedes Benz,GLC,Việt Nam,2017,,5,SUV / Cross over,,Xăng,Tự động,,26
191,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,519900000,7/9/2021,Suzuki,Ertiga,Nhật Bản,2021,,7,Minivan (MPV),,,Tự động,,
192,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,,900000000,7/9/2021,Honda,CR V,Việt Nam,2020,,5,SUV / Cross over,,Xăng,Tự động,,100
193,Ô tô,Cần bán,Hồ Chí Minh,Quận 4,Phường 14,,400000000,7/9/2021,Suzuki,Ertiga,Nước khác,2020,,5,Minivan (MPV),,Xăng,Số sàn,,65
194,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Tân Phú,,200000000,7/9/2021,Kia,Morning,Hàn Quốc,2016,,5,Hatchback,,Xăng,Số sàn,,150
195,Ô tô,Cần bán,Hồ Chí Minh,Quận 5,Phường 1,,598000000,7/9/2021,Mitsubishi,Xpander,Việt Nam,2021,,7,Minivan (MPV),,Xăng,Tự động,,
196,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 2,,630000000,7/9/2021,Mitsubishi,Xpander,Việt Nam,2021,,7,Minivan (MPV),,Xăng,Tự động,,
197,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thới An,,480000000,7/9/2021,Toyota,Vios,Việt Nam,2020,,5,Sedan,,Xăng,Tự động,,33
198,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,,636000000,7/9/2021,Mazda,3,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
199,Ô tô,Cần bán,Hồ Chí Minh,Quận 4,Phường 6,,881695000,7/9/2021,Vinfast,Lux,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
200,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Chiểu,,630000000,7/9/2021,Honda,CR V,,2015,,5,SUV / Cross over,,Xăng,Tự động,,55.079
201,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,471000000,7/9/2021,Hãng khác,Dòng khác,Việt Nam,2017,,8,SUV / Cross over,,,Số sàn,,83
202,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Tân Xuân,,2300000000,7/9/2021,Mercedes Benz,E Class,Đức,2019,,5,Sedan,,Xăng,Tự động,,9
203,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,265000000,6/9/2021,Mitsubishi,Attrage,Thái Lan,2015,,5,Sedan,,Xăng,Tự động,,120
204,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông B,,340000000,6/9/2021,Kia,Rio,Hàn Quốc,2016,,5,Sedan,,Xăng,Số sàn,,65
205,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Sơn,,275000000,6/9/2021,Chevrolet,Cruze,Mỹ,2014,,5,Sedan,,Xăng,Số sàn,,70
206,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Bình,,,630000000,6/9/2021,Mitsubishi,Xpander,Nước khác,2021,,7,Minivan (MPV),,Xăng,Tự động,,
207,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,,272000000,6/9/2021,Kia,Morning,Việt Nam,2016,,5,Hatchback,,Xăng,Số sàn,,41
208,Ô tô,Cần bán,Hồ Chí Minh,Quận 3,Phường 3,,600000000,6/9/2021,Ford,Ranger,Việt Nam,2021,,5,Pick-up (bán tải),,Dầu,Số sàn,,
209,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,605000000,6/9/2021,Toyota,Corolla Altis,Việt Nam,2016,,5,Sedan,,Xăng,Tự động,,50
210,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,,,530000000,6/9/2021,Kia,Cerato,Việt Nam,2019,,5,Sedan,,Xăng,Tự động,,45
211,Ô tô,Cần bán,Hồ Chí Minh,Huyện Củ Chi,Xã Tân Phú Trung,,155000000,6/9/2021,Ford,Transit,Việt Nam,2007,,7,Van,,Dầu,Số sàn,,350
212,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Tăng Nhơn Phú B,,295000000,6/9/2021,Ford,Everest,Mỹ,2008,,7,SUV / Cross over,,Dầu,Số sàn,,90
213,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,,581000000,6/9/2021,Kia,Rondo,Việt Nam,2019,,5,Minivan (MPV),,Xăng,Tự động,,45123
214,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phú,,180000000,6/9/2021,Toyota,Dòng khác,Việt Nam,2005,,8,SUV / Cross over,,Xăng,Số sàn,,200
215,Ô tô,Cần bán,Hồ Chí Minh,Quận 8,Phường 8,,246000000,6/9/2021,Toyota,Camry,Việt Nam,2003,,5,Sedan,,Xăng,Số sàn,,258
216,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,,999000000,6/9/2021,BMW,3 Series,,2016,,4,Sedan,,Xăng,Tự động,,40
217,Ô tô,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,,123456000,6/9/2021,Isuzu,NQR,Nhật Bản,2008,,,,,Dầu,Số sàn,,999
218,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 15,,1217000000,6/9/2021,Hyundai,Santa Fe,Việt Nam,2021,,7,SUV / Cross over,,Xăng,Tự động,,
219,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,,,720000000,6/9/2021,Toyota,Corolla Cross,,2021,,,,,Xăng,Tự động,,
220,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,,,325000000,6/9/2021,Toyota,4 Runner,Nhật Bản,2014,,8,Sedan,,Dầu,Số sàn,,89
221,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,,,408000000,6/9/2021,Hyundai,Accent,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
222,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,1090000000,6/9/2021,Hyundai,Santa Fe,Việt Nam,2019,,7,SUV / Cross over,,Dầu,Tự động,,29
223,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 15,,569000000,6/9/2021,Hyundai,Kona,Việt Nam,2021,,5,SUV / Cross over,,Xăng,Tự động,,
224,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,,5000000,6/9/2021,Kia,Dòng khác,Hàn Quốc,2014,,,,,Dầu,Số sàn,,874
225,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Hiệp Phú,,881695000,6/9/2021,Vinfast,Lux,,2021,,,,,,Tự động,,
226,Ô tô,Cần bán,Hồ Chí Minh,Quận 8,Phường 5,,809000000,6/9/2021,Mazda,CX 5,Nhật Bản,2021,,5,SUV / Cross over,,Xăng,Tự động,,
227,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,,644000000,6/9/2021,Mazda,3,Nhật Bản,2021,,5,Sedan,,Xăng,Tự động,,
228,Ô tô,Cần bán,Hồ Chí Minh,Quận 1,Phường Bến Nghé,,111111000,5/9/2021,Acura,CL,Việt Nam,2021,,7,Minivan (MPV),,,Tự động,,111111
229,Ô tô,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Đa Phước,,285000000,5/9/2021,Ford,Ranger,,2009,,,,,Dầu,Số sàn,,90
230,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,,480000000,5/9/2021,Isuzu,Dmax,,2018,,5,Pick-up (bán tải),,Dầu,Số sàn,,60586
231,Ô tô,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,,385000000,5/9/2021,Toyota,Wigo,Thái Lan,2021,,5,Hatchback,,Xăng,Tự động,,
232,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,,178000000,5/9/2021,Hyundai,Starex,Hàn Quốc,1998,,9,Kiểu dáng khác,,Dầu,Số sàn,,100
233,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,,2950000000,5/9/2021,Mercedes Benz,E Class,Đức,2021,,5,Sedan,,Xăng,Tự động,,
234,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,,580000000,5/9/2021,Toyota,Innova,,2019,,8,Minivan (MPV),,Xăng,Số sàn,,63
235,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Hiệp Phú,,499000000,5/9/2021,Kia,Cerato,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
236,Ô tô,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,,1029000000,5/9/2021,Toyota,Camry,Thái Lan,2021,,5,Sedan,,Xăng,Tự động,,
237,Ô tô,Cần bán,Hồ Chí Minh,Quận 11,,,295000000,5/9/2021,Hyundai,Grand i10,Việt Nam,2019,,5,Hatchback,,Xăng,Số sàn,,110
238,Ô tô,Cần bán,Hồ Chí Minh,Quận 8,Phường 1,,315000000,5/9/2021,Toyota,Wigo,Nước khác,2018,,5,Hatchback,,Xăng,Tự động,,7
239,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,,989000000,5/9/2021,Kia,Sedona,Việt Nam,2021,,7,Minivan (MPV),,Dầu,Tự động,,
240,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thới An,,525000000,5/9/2021,Hyundai,Accent,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
241,Ô tô,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 17,,685000000,5/9/2021,Honda,Civic,Thái Lan,2020,,5,Sedan,,Xăng,Tự động,,20
242,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường An Phú Đông,,690000000,5/9/2021,Honda,Civic,Thái Lan,2020,,5,Sedan,,Xăng,Tự động,,20
243,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Long Bình,,515000000,5/9/2021,Mazda,3,Việt Nam,2016,,5,Sedan,,Xăng,Tự động,,73
244,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Phú Thuận,,650000000,5/9/2021,Ford,Ranger,Thái Lan,2019,,5,Pick-up (bán tải),,Dầu,Số sàn,,50
245,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 15,,720000000,5/9/2021,Mazda,3,Việt Nam,2020,,5,Sedan,,Xăng,Tự động,,9
246,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,570000000,5/9/2021,Toyota,Innova,Việt Nam,2016,,8,Minivan (MPV),,Xăng,Tự động,,60
247,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,635000000,5/9/2021,Hyundai,Kona,Việt Nam,2019,,5,SUV / Cross over,,Xăng,Tự động,,29
248,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Hòa Thạnh,,485000000,5/9/2021,Toyota,Innova,Việt Nam,2016,,8,Minivan (MPV),,Xăng,Số sàn,,68
249,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,508000000,5/9/2021,Mazda,BT 50,Thái Lan,2017,,5,Pick-up (bán tải),,Dầu,Số sàn,,83
250,Ô tô,Cần bán,Hồ Chí Minh,Quận 2,,,574000000,5/9/2021,Honda,City,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
251,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Trung Mỹ Tây,,939000000,5/9/2021,Toyota,Fortuner,Việt Nam,2019,,7,SUV / Cross over,,Dầu,Tự động,,63
252,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,,600000000,5/9/2021,Mitsubishi,Xpander,Nước khác,2020,,5,Minivan (MPV),,Xăng,Tự động,,3
253,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,599000000,5/9/2021,Honda,City,Việt Nam,2021,,5,Sedan,,Xăng,Tự động,,
254,Ô tô,Cần bán,Hồ Chí Minh,Quận 8,Phường 1,,905000000,5/9/2021,Honda,CR V,Thái Lan,2019,,5,SUV / Cross over,,Xăng,Tự động,,16
255,Ô tô,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 12,,220000000,5/9/2021,Toyota,Wigo,,2018,,5,Hatchback,,Xăng,Số sàn,,90
256,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thọ Hòa,,395000000,5/9/2021,Hyundai,Accent,Hàn Quốc,2019,,5,Sedan,,Xăng,Số sàn,,43
257,Ô tô,Cần bán,Hồ Chí Minh,Quận 10,Phường 2,,299000000,4/9/2021,Ford,Ranger,Việt Nam,2021,,5,Pick-up (bán tải),,Dầu,Tự động,,
258,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông A,,245000000,4/9/2021,Hyundai,Grand i10,Việt Nam,2016,,5,Sedan,,Xăng,Tự động,,140
259,Ô tô,Cần bán,Hồ Chí Minh,Quận 8,Phường 3,,89000000,4/9/2021,Mercedes Benz,Sprinter,Việt Nam,2005,,7,Van,,Dầu,Số sàn,,245
260,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,,950000000,4/9/2021,Hyundai,Universe,Việt Nam,2013,,,Kiểu dáng khác,,Dầu,Số sàn,,325
261,Ô tô,Cần bán,Hồ Chí Minh,Quận 9,Phường Hiệp Phú,,382500000,4/9/2021,Vinfast,Fadil,,2021,,,,,,Tự động,,
262,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,293000000,4/9/2021,Toyota,Hiace,Việt Nam,2011,,10,Van,,Xăng,Số sàn,,1000000
263,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Quý,,400000000,4/9/2021,Hyundai,Accent,,2019,,5,Sedan,,Xăng,Số sàn,,54
264,Ô tô,Cần bán,Hồ Chí Minh,Quận 12,,,278000000,4/9/2021,Hãng khác,Dòng khác,Việt Nam,2021,,2,Van,,Xăng,Số sàn,,
265,Ô tô,Cần bán,Hồ Chí Minh,Quận 2,,,1202000000,4/9/2021,Ford,Ranger,Thái Lan,2021,,5,Pick-up (bán tải),,Dầu,Tự động,,
266,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Phong,,1048000000,4/9/2021,Honda,CR V,Việt Nam,2021,,7,SUV / Cross over,,Xăng,Tự động,,
267,Ô tô,Cần bán,Hồ Chí Minh,Huyện Củ Chi,Xã Tân Phú Trung,,155000000,4/9/2021,Mercedes Benz,Sprinter,Việt Nam,2007,,16,Van,,Dầu,Số sàn,,150
268,Ô tô,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Thuận Đông,,760000000,4/9/2021,Mercedes Benz,E Class,Đức,2009,,4,Coupe (2 cửa),,Xăng,Tự động,,110
269,Ô tô,Cần bán,Hồ Chí Minh,Quận 8,Phường 6,,1050000000,4/9/2021,Mitsubishi,Pajero Sport,Thái Lan,2019,,7,SUV / Cross over,,Xăng,Tự động,,22
270,Ô tô,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 11,,53000000,4/9/2021,Daihatsu,Dòng khác,Nhật Bản,1993,,4,Sedan,,Xăng,Số sàn,,360
271,Ô tô,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo A,,979000000,4/9/2021,Toyota,Fortuner,Thái Lan,2017,,7,SUV / Cross over,,Xăng,Tự động,,20
272,Ô tô,Cần bán,Hồ Chí Minh,Huyện Nhà Bè,Xã Hiệp Phước,,1300000000,4/9/2021,LandRover,Range Rover,Nước khác,2010,,8,SUV / Cross over,,Xăng,Tự động,,90
273,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 15,,360000000,4/9/2021,Hyundai,Grand i10,Việt Nam,2021,,5,Sedan,,,Tự động,,
274,Ô tô,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,,639000000,4/9/2021,Mazda,CX 3,Thái Lan,2021,,5,SUV / Cross over,,Xăng,Tự động,,
275,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,636000000,4/9/2021,Kia,Cerato,Việt Nam,2019,,5,Sedan,,Xăng,Tự động,,21
276,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,556000000,4/9/2021,Mitsubishi,Xpander,Nước khác,2018,,7,Minivan (MPV),,Xăng,Tự động,,43
277,Ô tô,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,,516000000,4/9/2021,Hyundai,Elantra,Việt Nam,2019,,5,Sedan,,Xăng,Số sàn,,46
